ID,Date,Post
79-1,4/7/2009,"Recent preoperative mammographic evaluation (usually within 3 months) is necessary to determine a patient’s eligibility for breast cancer conservation treatment. It should be performed with high quality, dedicated mammographic equipment in a facility certified by the FDA under the Mammographic evaluation prior to biopsy or definitive surgery plays an important role in establishing the appropriateness of breast cancer conservation treatment by defining the extent of a patient’s disease, the presence or absence of multi centricity, and other factors that might influence the treatment decision. It is important for evaluating the contralateral breast. Bilateral mammography is required for palpable lesions as well as nonpalpable lesions that can be identified only radiographically. Nonpalpable masses and microcalcifications comprise an increasing percentage of carcinomas treated with breast conservation.; The breast tumor should be measured in at least two dimensions on the mammographic views or from ultrasonography if it is performed. The size of the tumor should be included in the mammographic report. If the tumor is an indistinct or spiculated mass, approximate dimensions can be given from either the mammogram or the sonogram. The skin of the breast in the area of a mass should be evaluated for thickening that might signify tumor involvement. If the mass is associated with microcalcifications, an assessment of the extent of the calcifications within and outside of the mass should be made, including the dimensions of the area in which calcifications are located. If one or more clusters of microcalcifications are the only markers of the tumor,their location and distribution should be described. For evaluation of masses and microcalcifications, specialized views with positioning adapted to the location of the abnormality may be helpful. Magnification mammography and spot compression is important for characterizing microcalcifications and defining the margins of masses. Ipsilateral multifocality or multicentricity may be present and influence the treatment selection. In every instance, when one abnormality is seen, all areas of each breast should be fully evaluated for the presence of additional disease.; Using magnification mammography and ultrasound, patients with tumors suitable for breast conservation can be selected with a high degree of accuracy. Some studies have suggested that magnetic resonance imaging (MRI) is a useful adjunct to mammography and ultrasound for identifying multifocal and multicentric disease. The use of intravenous contrast material (gadolinium) with MRI allows for the detection of regions of high vascularity in the breast, which include many, but not all, breast cancers. MRI has been found to be more sensitive than mammography as a screening technique in patients at very high risk for breast cancer development. Unfortunately, many benign lesions also exhibit high contrast uptake and so the number of false positive examinations is high. This and the cost, the lack of standardization of technique, and the difficulty in biopsying lesions seen only on MRI have limited the wide-spread use of MRI in the evaluation of these patients. Currently, there are no data on whether treatment changes that occur in response to the additional lesions seen on MRI will affect local recurrence rates or overall patient survival."
79-2,4/2/2009,"Because of the potential options for treatment of early stage breast cancer, careful patient selection and a multidisciplinary approach are necessary. Four critical elements in patient selection for breast conservation treatment are:; • History and physical examination.; • Breast imaging.; • Histological assessment of the resected breast specimen.; • Assessment of the patient's needs and expectations.; Much of the information needed to determine a patient’s suitability for breast conservation therapy can be obtained from a detailed history and physical examination. It is important to note that age per se, whether young or old, is not a contraindication to breast conservation. In the elderly, physiologic age and the presence of comorbid conditions should be the primary determinants of local therapy.; The elements of the Breast Cancer Specific History are :; • Family history relatives with breast cancer (age at diagnosis, laterality), ovarian carcinoma; • History of prior therapeutic irradiation involving breast region; • History of collagen vascular disease – type, documentation of diagnosis; • Presence of breast implants – submammary or subpectoral; • Date of last menstrual period/possibility of pregnancy; • Symptoms suggestive of metastasis; The elements of the Breast Physical Exam are :; • Tumor size (measured) and location; • Fixation to skin; • Ratio of breast size to tumor size; • Evidence of multiple primary tumors; • Axillary node status – size, mobility; • Supraclavicular nodes; • Evidence of locally advanced cancer; - skin ulceration, satellitosis; - peau d’orange; - inflammatory carcinoma; - fixed axillary nodes; - lymphedema of the ipsilateral arm; When evaluating the physical examination, it is important to note that skin, nipple, and breast parenchyma retraction are not signs of locally advanced breast cancer and do not represent contraindications to breast conservation.; Labels:breast cancer,physical examination,breast conservation treatment,breast imaging,histological assessment,breast cancer specific history,breast physical exam"
79-3,3/29/2009,"In small lump in the breast, operative removal of the breast and surrounding tissue may be life saving. If there are indications that not all carcinoma tissue was removed by the surgeon, irradiation with rontgen-rays may improve prognosis. Rontgen-rays have two effects. They will kill rapidly growing cells, for instance the tumors cells but also other rapidly growing cells of the body like intestinal epithelial cells, bone marrow cells and spermatozoa. This asks for very competent administration of these X-rays. The other effect is that the connective tissue in the irradiated region will become very hard and poor in blood vessels. This creates and unfavourable environment for the local growth of tumor.; How is the treatment when metastasis are present ?; The first principle, often forgotten by doctors (but not by patients) is that pain should be treated adequately. When metastasis is localized, local irradiation is often beneficial. A pain producing metastasis in a vertebra can often be irradiated with good results. When metastasis are widespread or generalized, so called systemic treatment should be tried. In tumors of most organs the only possibility is the administration of cytotoxic drugs that will like X-rays kill not only the tumor cells but all rapid growing cells of the body as well. Therefore, the administration of cytostatics is avery spesialized field in medicine and it should be done only by doctors with large experience in the field. Some tumors originate in organs that are normally under influence of hormones. This prostate is such an example and the breast also.; Breast cancer in women in the reproductive age, the tumor may grow more rapidly under the influence of estrogens from the ovarium. For many years, it has been usual to perform bilateral extirpation of the ovaries in patients with severe metastatis disease. This will result in an artificial menopause and it at least 30% of the cases in a prolonged improvement with disappearance of pain.; Tumor nodes and metastases become much smaller and even may disappear. This improvement in general will not last much longer than two years. The ovaries have also been irradiated, but the result is unpredictable. A modern treatment, obviating the need for ovariectomy, is the administration of subtances that block the effect of estrogens, so called anti-estrogens. Tamoxifen is such a substance."
79-4,3/27/2009,"1.The more chemotherapy you receive, the better you'll do.; More is not necessarily better. When it comes to chemotherapy, it's the right combination of drugs that's most important, not going above and beyond the standard dosage. Getting at least the standard dosage is very important, but going above that offers no real advantage.; 2.If you don't get sick from chemotherapy, the treatment isn't working.; No. The ""no pain, no gain"" rumors about chemotherapy are just that—rumors. There is no correlation between the amount that someone suffers from chemotherapy and the benefit it has against the cancer. Everyone responds differently. Some women have very few side effects; some have them daily.; 3.Younger women have greater nausea on chemotherapy.; Yes. It's true. The younger you are, the more likely you are to be nauseated. Younger women have a larger nausea-trigger zone in the brain that decreases as you get old.; 4.You have to get really nauseated first, so the doctors will know how you respond to the chemotherapy.; No. No one has to get sick. Your first dose of anti-nausea medication will be given along with your chemotherapy, and you'll have oral medication to take home with you to take for the first 48 hours.; 5.You will be sicker with each chemotherapy treatment. And you'll be more exhausted as time goes on.; No, and Yes.Your doctor or nurse should be able to adjust your supportive medications to help alleviate your symptoms if you are feeling sick after chemotherapy. Being sick after your first round does not necessarily mean you will be sick or sicker the next time. Fatigue is cumulative, though. You won't start to feel completely energetic again until the entire course of treatment is over."
79-5,3/24/2009,"Side effects are the unwanted effects of any treatment. Chemotherapy drugs kill cells that are dividing. Cancer cells divide more often than normal cells. But some normal body cells divide quickly and so are also affected by chemo. These include your skin, hair, nails, the lining of your digestive system and your blood cells. Unlike cancer cells, these normal body tissues can recover.; Chemotherapy affects different people in different ways. Some people are more affected by side effects than others. Many people lead normal lives during their treatment and can carry on working.; Remember , not all chemotherapy drugs cause the same side effects and some people have very few side effects.; Chemotherapy has some general side effects. The drugs kill cancer cells because they divide quickly. Your blood cells also divide rapidly, so chemotherapy can lower the number of healthy white blood cells, red blood cells and platelets you have.; Here are some of the more serious potential side effects that you will want to be aware of and discuss carefully with your oncologist:; · Chemotherapy can lead to bone loss. Women past menopause do not produce enough hormones to maintain strong bones. Over time, thinning bones may develop into osteoporosis and increase your risk of serious fractures. If you are still pre-menopausal when you begin chemotherapy, your ovaries may stop making hormones, putting your bones at risk. The combination CMF is more likely to stop the ovaries from making hormones compared to treatment that contains Adriamycin.; · The taxanes Taxol and Abraxane can cause more discomfort in the hands and feet from nerve damage than Taxotere. This can be temporary or permanent. Your doctor may refer to this as neuropathy. Lowering the dosage of Abraxane improves the neuropathy in most women.; · Taxotere has also been found to irritate tear ducts and cause excess tearing. If it persists and bothers you, it can usually be treated by inserting tiny silicone tubes into the ""pipes"" that drain the tears.; · Adriamycin can have a toxic effect on the heart; your doctor will work to minimize this risk by carefully keeping your total drug dosage within a safe range. Read an article about other chemotherapy drugs that may have greater benefits for women with early-stage cancer.; · In very rare cases, cyclophosphamide (brand name: Cytoxan) may cause a treatment-induced leukemia (cancer of the blood cells).; Tiredness or fatigue is now the most common side effect for people having chemotherapy. Other side effects of chemotherapy can also include :; Feeling sick (nausea) and being sick; Hair loss or thinning; Sore mouth; Diarrhoea; Changes to your periods (menstrual cycle); Sore eyes - they may feel as if they have grit in them. Let your doctor know, as eyedrops can help.; Even some 'over the counter' medicines, herbal medicines or complementary therapies may be harmful to take with chemotherapy.; Sometimes chemotherapy causes long term side effects. You will probably feel tired for some time after your treatment has finished. If you had not had your menopause before you had breast cancer, you need to know that chemotherapy can affect your ability to get pregnant. If you are still having periods, they may stop when you have chemotherapy. Your periods may start again 6 months to a year after your treatment finishes. You can also ask your doctor or nurse if you can meet other patients who've had chemo for breast cancer."
79-6,3/22/2009,"Chemotherapy means treatment with drugs. , in its most general sense, refers to treatment of disease by chemicals that kill cells, specifically those of micro-organisms or cancer. Chemotherapy is a systemic therapy this means it affects the whole body by going through the bloodstream. The purpose of chemotherapy and other systemic treatments is to get rid of any cancer cells for example breast cancer that may have spread from where the cancer started to another part of the body.; Chemotherapy is much easier to tolerate today than even a few years ago. And for many women it's an important ""insurance policy"" against cancer recurrence. It's also important to remember that organs in which the cells do not divide rapidly, such as the liver and kidneys, are rarely affected by chemotherapy. And doctors and nurses will keep close track of side effects and can treat most of them to improve the way you feel.; Chemotherapy is effective against cancer cells because the drugs love to interfere with rapidly dividing cells. The side effects of chemotherapy come about because cancer cells aren't the only rapidly dividing cells in your body. The cells in your blood, mouth, intestinal tract, nose, nails, vagina, and hair are also undergoing constant, rapid division. This means that the chemotherapy is going to affect them, too.; But in cancer treatment it means 'cytotoxic chemotherapy' – drugs that kill cancer cells. Chemotherapy uses these cytotoxic drugs to destroy cancer cells. The drugs work by disrupting the growth of cancer cells. As they circulate in the blood, they can reach them wherever they are in your body.; The drugs can't tell the difference between cancer cells and normal cells. They just kill cells that are actively growing and dividing into new cells. Cancer cells do this much more often than normal cells, so they are more likely to be killed by the treatment. Cancer cells are not as good at repairing themselves as normal cells. Normal cells can often repair any damage caused by chemotherapy. Over time, cancer cells become more resistant to chemotherapy treatments. Recently, scientists have identified small pumps on the surface of cancer cells that actively move chemotherapy from inside the cell to the outside.; For breast cancer treatment, you may have chemotherapy.There are a number of strategies in the administration of chemotherapeutic drugs for cancer treatments like breast cancer.; Combined modality chemotherapy is the use of drugs with other cancer treatments, such as radiation therapy or surgery. Combination chemotherapy is a similar practice that involves treating a patient with a number of different drugs simultaneously. The biggest advantage is minimising the chances of resistance developing to any one agent.; In neoadjuvant chemotherapy (preoperative treatment) initial chemotherapy is designed to shrink the primary tumour, thereby rendering local therapy (surgery or radiotherapy) less destructive or more effective.; Adjuvant chemotherapy (postoperative treatment) can be used when there is little evidence of cancer present, but there is risk of recurrence. Palliative chemotherapy is given without curative intent, but simply to decrease tumor load and increase life expectancy. All chemotherapy regimens require that the patient be capable of undergoing the treatment."
79-7,3/19/2009,"The breasts are modified skin glands, and are referred to as the mammary glands. In women, however,they are active,functioning parts of the body throughout much of life.; The size and shape of the breasts in different individuals varies from round to conical. The consistency is usually firm and elastic,but varies a great deal, depending upon the presence and amount of fatty tissue. Rarely are the two breasts equal in size, the left is usually larger.; Even in the normal healthy body of man,cells regularly die but are replaced by new cells. When however,cells of the body start to divide and multiply without any purpose,this leads to the formation of a tumor. In human pathology, many kinds of tumors are possible. There are different classifications of tumors. The most important classifications is whether a tumor is dangerous or not for the life of the individual. In case it is dangerous, the tumor is called malignant.In this classification, the other group of tumors is in principle not dangerous for the human body. This group is called benign tumors. It should be noted however that there are malignant tumors of all grades of malignancy, some are even relatively benign.; Malignant tumors may originate from epithelium (skin, colon,etc). They are called carcinoma. When they take their origin in cells of connective tissue, they are called sarcoma. When they originate in lymph glands, they are called lymphoma. All malignant tumors together are called cancer. One of the most feared carcinomas is carcinoma of the breast in woman called breast cancer.; Every year, more than 200,000 women are diagnosed with breast cancer in the United States. Breast cancer ranks second as the leading cause of cancer deaths in American women. Until recently breast cancer topped the list of leading causes of cancer deaths in women, but lately lung cancer has claimed the top position. If skin cancer is excluded, breast cancer is the commonest cancer among American women.; Breast cancer begins in the breast and spreads first to the lymph nodes of the armpit (axilla). In certain cases of malignant lumps, lumpectomy followed by radiation therapy is as effective as a radical mastectomy. Typically, lumpectomy does not require a breast replacement (prosthesis)."
80-1,3/11/2015,"Two years ago Chick-fil-A made national headlines when company president Dan Cathy spoke out in support of traditional marriage. Liberals and gays came unglued and launched massive protests against the restaurant chain. Several mayors spoke out saying they would not allow any more Chick-fil-As to be built in their cities. They tried boycotting the Christian owned company, but that backfired. Instead, Chick-fil-A had a world record day with many locations selling out of food to the hundreds of thousands of supporters. Is it any surprise that the only news the liberal mainstream media has reported concerning Chick-fil-A has only been the negative? Remember last week when the ice storm hit the south? The mainstream media showed footage of miles of cars stranded on the frozen interstates. Several national news broadcasts that I saw reported about school kids trapped on buses for almost 24-hours because of all of the ice and parents going frantic wondering where their kids were. In all of the icy gloom and doom, I bet you didn’t hear about the heroic and generous actions of a Chick-fil-A along Highway 280 in Birmingham, Alabama, did you? Mark Meadows, owner of the Chick-fil-A closed early the day of the storm and sent all of his employees home. However, the employees and Meadows soon discovered that they were not going to be able to get home with all of the stranded motorists stuck on the roads. Some of the cars near the restaurant had been stranded for up to 7 hours. Audrey Pitt, manager of the Chick-fil-A described the conditions: “Our store is about a mile and a half from the interstate and it took me two hours to get there. It was a parking lot as far as I could see. At one point there were more people walking than driving.” Meadows and his employees fired up the kitchen and began preparing chicken sandwiches as fast as they could. They prepared several hundred sandwiches and then Meadows and his staff headed out and began distributing the hot meals to the stranded motorists on both sides of Highway 280. Some of the drivers tried to pay them for the sandwiches, but Meadows and his employees refused to take a single penny. Pitt explained why: “This company is based on taking care of people and loving people before you’re worried about money or profit. We were just trying to follow the model that we’ve all worked under for so long and the model that we’ve come to love. There was really nothing else we could have done but try to help people any way we could.” However, Meadows and Pitt were not through with their Good Samaritan efforts. They helped push cars off the roads, up inclines and whatever else they could do to help. Then they kept the restaurant open overnight so that stranded motorists could have a warm place to be. A number of motorists slept in booths or on the benches. Then in the morning, they again fired up the kitchen and prepared chicken biscuits for their overnight guests and once again they refused to accept any payment. During that 24-hour period, this Chick-fil-A restaurant opened their kitchen, their doors and their hearts to hundreds of stranded motorists and they did so refusing to accept any payment. As one source put it, Meadows and his staff lived up to the words Jesus spoke in Matthew 25:35 which states: “For I was hungry, and you gave Me something to eat; I was thirsty, and you gave Me something to drink; I was a stranger, and you invited Me in…” Their actions were truly generous and heroic as they also braved the frigid temperatures to hand out hundreds of hot meals to complete strangers. And I bet you never heard anything about this from the mainstream media. Had it been a group of homosexuals or atheists, it would have been all over the news from coast to coast. It was too much against their liberal standards to report a Christian company doing something so positive for so many. We need to support this and all Christian companys. Chick-fil-A is an American fast food restaurant chain headquartered in the Atlanta suburb of College Park, Georgia, specializing in chicken sandwiches. Founded in 1946, it is associated with the Southern United States. WikipediaFounder: S. Truett CathyFounded: 1946, Hapeville, GACEO: Dan T. Cathy Chick-fill-A is one of my favorite Fast Food venues. Christian Values count! GOD IS GOOD, ALL THE TIME! ALL THE TIME, GOD IS GOOD! Absolutely no monies or product were received for this endorsement."
80-2,2/17/2015,"I told you in my last post that I was depressed by all the bad things that are going on. I thought I could keep up by just watching Brian Williams in the evening. What was I thinking? Of course, the media is eating their own. Why are they bullying Brian? Ask us not to be bullies, and then turn around and bully their own people. If it was me, I would not go back to that job for any amount of money. Why would I want to work somewhere that I was not respected. You know, I don't know anyone who does not exaggerate sometimes. I even know people that have told the same story over and over until they actually believe it themselves. So, why should Brian Williams be any different? My husband watches FOX News all the time. They are somewhat slanted, although I do listen. Combining what I hear on FOX and what I hear on CBS from Brian Williams was my go-to information. Now that Brian has been thrown to the wolves, I am trying not to watch the news at all. I gather I have been missing the be-headings by the Muslim extremists and the stories of rape and slavery. I am having a tough time being a ""Professional Encourager"" with all this bad news. Now, we have to contend with the snow. That is it. I am quitting the fussing. It is a beautiful White Day! God is in his Heaven and all is right in the world. Oh, excuse me, did I slant that news just a little bit. CBS News needs editors who check out the facts in the news before they even give the news to the anchor. Now, that is fair. What about the News Director and the Producer? Don't they read what they are putting on the air? Off my band wagon. ""Have a great day in the neighborhood!"" ""You who are without Sin, cast the first stone."" GOD IS GOOD, ALL THE TIME! ALL THE TIME, GOD IS GOOD!"
80-3,1/30/2015,"I want to apologize for not writing since January 1. I have really been down in the dumps. My therapist says to just stop watching the News. It seems that I let a lot of it affect me personally. I know that I should not.t. People killing people is so difficult for me to understand. What right do any of us to take another person's life. Maniacs terrorizing us; I haven't been on an airplane since August 2001.Do you remember the unsettling feeling when the two men were shooting at random people in the Washington DC area a few years ago. They seemed to be coming in this direction when they were finally caught. I didn't go out unless I had to. I watched everything along the road. I watched for snipers on bridges that cross over the Interstate. That fear that settles in your stomach, it is difficult to get rid of even when you pray. The thing that stopped it was when the men were caught.Then I read about the man that has been killing girls at Virginia Tech for years. He was on the police radar, but they kept ignoring him until he finally practically turned himself in by becoming so confident that he slipped up and gave himself away.I don't know about where you live, but here there is a young black man killed almost every day. I don't know how this happens. Most people who are black in this area seem to go to church, or at least believe in God. One of the worst things about this is, most of the shooters are black too. Who is taking their rights to life away?And, what about the terrorists in the Arab nations that are threatening the whole world with their idiocy. Why would they come here and try to destroy our way of life. It is their own fault that they are living in the 7th Century, not ours. They are quite possibly the most selfish people on this earth. What gives them the think they can be the Boss of Me? I do not think that God wants us to kill each other. Do they think that Mohammed is coming back? I don't think he will, because his body rotted in the ground and he returned to dust. From reading, I have determined that God lifts his prophets into Heaven when they die. Jesus ascended into Heaven to sit at the right hand of God. Where is Mohammed in this picture? After all the wrong things he preached and have been carried out, it is a sure thing that he is burning in the Lake of Fire.You do know that no one knows the answer to all of this. Even Mohammed did not believe himself when he saw the visions he had. He went home, told his wife, and he let her interpret what he had seen in his dream. The upshot of all of this is that I am not watching the news anymore. It is just so depressing. Netflix is a better bet, at least I can control what goes on in my environment. GOD IS GOOD, ALL THE TIME!ALL THE TIME, GOD IS GOOD!"
80-4,11/11/2014,"Baptist General Association of Virginia Convention started this morning in Hampton. It was so nice to see friends from churches in other parts of Virginia. Ray and Barbara I saw a former teacher of mine at Leland Theological Seminary today. It was so nice to see him. The problem is he moved to Appomattox VA and he had heard that I passed away. Imagine my surprise. He couldn't remember where he heard it. Someone told him I had breast cancer and I died. He was totally shocked to see me. Needless to say, I am still here. I have Rheumatoid Arthritis, Osteo-Arthritis, Fibromyalgia, Shingles, Peripheral Artery Disease, and a floater in my left eye. I have had 16 surgeries and Breast Cancer in my lifetime. What is next? I could be the poster child for the Baby Boomer Generation. The problem for me, I do not look sick at all. Everything that is going on is considered an ""invisible"" illness. There are many people out there with similar problems. If someone looks fine, we assume they can do the things that we can do. Looks can be deceiving. Stop Worrying About What You Can’t Control On the other hand, just because someone is visibly handicapped, does not mean that they are unable to do most of the things that you can do, and they want to. Anyway, I guess that I am saying ""Don't judge a book by it's cover."" Be kind to others, no matter what, you don't know what kind of trouble they are going through. Look For The Silver Lining…In EVERYTHING GOD IS GOOD, ALL THE TIME! ALL THE TIME, GOD IS GOOD!"
80-5,11/2/2014,"Well, here I am again. I have been off the computer a lot lately. It can become very consuming. I have been making Hats for the Homeless. This is so much fun. We have given out 12 baby hats and about 14 children's hats. Shirley told me tonight that she has collected about 150 hats. She has lots of people knitting and crocheting like fiends. I have over 40 hats made, just waiting for the cold weather. And, after the weather report, that will probably be tomorrow. Just part of the hats I am working on. I am making my hats on a loom or two. It seems more like crochet, but ends up looking like knitting. I taught myself how to do it by looking on You Tube and finding someone who had put up a video to teach how to do it. I ordered the looms on Amazon for a great price and have been able to find some good deals on yarn also. As of today, I have 53 Hats made. Everyone I know is getting a hat for Christmas, not just the homeless. With the cost of the yarn and the time involved, they make a pretty nice gift. We worked on Quilts on Thursday. I am down to making one every Thursday. If I had more room here, I would sew at home. We have so much stuff, I have an EBay account that I am going to start using real soon to get rid of some things around here. I may even put our vacation house on sale on Craigslist. I have a real strong urge to get rid of some of this stuff. Sometimes, I feel like it is weighing me down. Keep on reading my blog. I am trying to up my game some. Don't tell anyone, but I am not selling anything. I just love writing to people and sometimes getting written to in turn. I love helping people, that is why I approve about 60 posts on Triberr each day. If there is something I can do to help, just let me know. And, Remember this. GOD IS GOOD ALL THE TIME! ALL THE TIME GOD IS GOOD!"
80-6,10/31/2014,"I was going to be a Witch this year, but my Mother-in-Law wouldn't loan me her dress. So I am a Kitty Kat again this year. Isn't that cute? We are having salad topped with roasted chicken for dinner. It is just wonderful. Now if I can just stay away from the Halloween Candy. We don't usually have a lot of children on our street. I think they go to the housing areas where the houses are huge and the pockets are deep. My daughter's church is having a Halloween Party tonight. She has really neat costumes for the twins but then they told her Sunday that the costumes should be Biblical Characters. Do you think of ghosts and vampires, and Superman when you think of Biblical times? Not me. I told her to just to let them wear what they already have. Some churches think that you shouldn't celebrate Halloween (All Hallows Eve). It was originally a pagan holiday where they worshiped many gods. It is called Day of the Dead in some cultures. It is just another day in my world, but if children want to go around and collect candy in funny costumes, why not? I think Jesus would want our children to have fun and Halloween is fun for them. I heard someone say that Halloween is the Devil's birthday. Sorry, he doesn't have a birthday. He was created along with all the other angels at the beginning of time. He just happened to be a bad boy who wanted to be God. Oh, so then God threw him and his minions in the the bottomless pit of fire called Hell. So, enjoy your costumes, your candy, and your friends. Halloween is just another day! GOD IS GOOD, ALL THE TIME! ALL THE TIME, GOD IS GOOD!"
80-7,10/29/2014,"Good News! I found out what was causing my dizzy spells and hot flashes. Bad News! I have a high blood sugar and am pre-diabetic. Go figure. I was watching Dr. Oz today and decided that I am going to check out his new diet. It is supposed to increase muscle mass and lower fat around the internal organs. There is some resistance training and I think that will be really good for me. I told Ray the other day that between the Rheumatoid Arthritis and Fibromyalgia, I have very little strength. I feel like one good cold would take me down permanently. I have even gotten to the point that I don't want to leave the house. All of this is making me depressed and the only way I know out of it is to make a change. The change will to: Move More, Eat Less. I still believe in calorie counting. The one time that I lost the most weight and kept it off the longest was when I was a member of Take Off Pounds Sensibly (TOPS). I lost 30 lbs in three months and kept it off for over two years. So, while I get my act together, gather the information and start some exercising, if there is any one who would like to share in this experience with me, leave me a comment. I have another blog that we can use to keep up with everything. You wouldn't have to use your real name if you didn't want to. We could discuss it all and see how we can get it going. How would you like to create a weight loss team that might possibly even become a large group that would share in whatever perks we could obtain? Think about it and I will too. Go ahead and weigh in and measure yourself, and keep a calorie count of the food that you eat, or carbohydrate count, whichever you choose. You can email me at barbarapduke@yahoo.com with MMEL (Move More, Eat Less) in the subject line or I will send you a DM on Twitter with my phone number. I hope you have a wonderful week and feel great! GOD IS GOOD - ALL THE TIMEALL THE TIME - GOD IS GOOD"
80-8,9/29/2014,"We received our EasyRest Adjustable Bed Adjustable Bed. It is wonderful, or should I say they are wonderful. We ordered the King-Size so we received two extra-long twin beds. Each bed has its own controller. The head goes up and down and the foot does too. You can set it to your special setting on two more buttons on the remote. You can also have massage that makes the whole bed shake in heavy massage or light massage. Then there is a setting where the massages goes from head to foot and back. The massage feature lasts for about 15 minutes after you set it. That way you can go to sleep without worrying about vibrating all night. This seems to have helped me with my auto-immune diseases: Rheumatoid Arthritis and Fibromyalgia. Sleeping with my head raised has also helped with reflux. The foot raised helps with the PAD in my feet and they aren't feeling so numb. There is an extra added benefit. I don't hear any snoring from Ray at night and it would take an explosion to wake me up anyway. I am sleeping better than I have in years. The warming mattress covers came over the weekend. I cannot wait for it to get cold enough to put them on. I may put them on this week when the sheets are changed. I like a cold room with a warm bed. I will put pictures on the blog as soon as I finish decorating the bedroom. Weeks later. I still love the new beds but I am having trouble finding extra-long twin sheets because they have to fit over two mattresses. I think this may be an expensive proposition. Right now, we are using full-sized sheets. They cover, but not beautifully. We brought a comforter home from NC that we were given at Christmas. It has two pillow shams. Not sure it is the pattern I want in there, but will make a nice whole bed quilt. With the comforter, I am going to have to make a bed skirt. Not my favorite thing, but definitely something I can do. So far, this has been a positive experience. The salesman did promise us another pillow. We got a free one when we ordered, but he said he would make sure we got another one since we bought two beds to make the King-size. By the way, the beds can be locked together, but that makes a problem with making the individual beds. It would be difficult for us to sleep in different settings if it was just one big bottom sheet. There is also an attachment if we decide we want a headboard I will let you know about the sheets as soon as I find them. If you want me to send you a note as soon as I get them, subscribe to the blog and comment. You will get the information for sure. GOD IS GOOD, ALL THE TIME! ALL THE TIME, GOD IS GOOD! I have not been compensated in any way for this article. Opinions are my own. (Oh, if you do contact them and purchase a bed, please let them know that you heard it from me. Their website is not set up to use links from affiliates, but it would be nice if maybe they found out that it was me who talked about their product. They might even compensate me [or you] in the future.)"
80-9,9/21/2014,"We took up the carpet and took down the drapes in our bedroom because we bought our new adjustable beds. The drapes had been up way too long and the carpet went out of style 20 years ago. I have never seen so much dust. The windowsills looked like they had never been vacuumed, even though the maid service I hired, checked off that they had cleaned the windowsills and blinds. There were 4 generations of spiders. Since I have been ill, I have had others cleaning my home and I cannot tell you how disappointed I have been. I was so disappointed with the nationally recognized cleaning service. They charge a lot more for the first visit. They said that they would send 2 women for 3 hours and I only got one lady for 4 hours and she was pretty slow. I think she spent more time marking off her check list than she did cleaning. I would give you the name of the service but I don't want to get sued. I called them because it is difficult to find small business cleaning people and I wanted someone that I would consider a friend and not just the ""maid."" If you would like to know the name of the service, contact me and I will give you the name personally. I am trying some new ladies, so we will see. I will follow up on a critique of them also. GOD IS GOOD, ALL THE TIME! ALL THE TIME, GOD IS GOOD!"
80-10,8/28/2014,"I have been sleeping in a recliner for almost a year. I chose the recliner because lying in bed made my hips hurt so bad. I had a cleaning service come and the bed is back in play in the spare room. I cannot sleep with Ray, he snores so loud that sometimes I can hear him in the living room. We just have dates once in a while. Three days later: Back in the recliner. Five days later, salesman from Easy Rest Adjustable Beds comes and shows us what they have. So interesting, especially for someone who sleeps in a recliner. We decided that we would purchase one of the nicer models. It is a King-size bed, consisting of two twins. Each has their own controllers and they have heat and massage. Since I am considered disabled because of my health problems, they said they would deliver in one week. Well, that is this Friday. Guess what, they called to see if we could accept delivery at 5 pm on Friday. We are leaving town Friday morning to go to NC for the holiday. The man was so kind and said it would not be a problem, he will call me back next week about delivery then. I do not remember anyone being quite that kind and considerate working in customer service in a long time. We do have a neighbor that will be watching the house and a security service, but I wouldn't want him letting anyone in to set up the beds. I guess we will find out if we will be sleeping in the same room - will I throw the recliner on the street, or will we have to separate the beds into separate rooms? As it is, I am so tired of this recliner, it does not matter. We also have a recliner in NC that I sleep in when we go there. I heard the other day that you should not sleep on the same mattress and box springs for over nine years. Considering that all our cells in our bodies change over every seven years, I think nine years is a little long. Did you know you have a completely new body every seven years. Mine seems to have taken a turn for the worse about seven years ago. I wonder if I can improve it enough to get back the lost years? It would be nice, I think, but I am not going to count on it. I will let you know how the beds sleep when they get here and whether they are one big bed in one room or one bed in two rooms. Do you think the adjustable bed will help with snoring? And where do you find extra long Twin sheets to fit the beds. A friend says you have to have suspenders on the back to hold the sheets down when you sit up. The only thing left to figure out is, where is Snowball going to sleep? GOD IS GOOD ALL THE TIME! ALL THE TIME GOD IS GOOD!"
